listening on /dev/input/event3 (type/time/code/value)
/dev/input/event3 2973583.239256 type=3 code=54 value=936
/dev/input/event3 2973583.239256 type=0 code=0 value=0
/dev/input/event3 2973583.244482 type=3 code=53 value=172
/dev/input/event3 2973583.244482 type=3 code=54 value=944
/dev/input/event3 2973583.244482 type=0 code=0 value=0
/dev/input/event3 2973583.249671 type=3 code=54 value=951
/dev/input/event3 2973583.249671 type=0 code=0 value=0
/dev/input/event3 2973583.255251 type=3 code=54 value=959
/dev/input/event3 2973583.255251 type=0 code=0 value=0
/dev/input/event3 2973583.260791 type=3 code=54 value=963
/dev/input/event3 2973583.260791 type=0 code=0 value=0
/dev/input/event3 2973583.266131 type=3 code=53 value=171
/dev/input/event3 2973583.266131 type=3 code=54 value=968
/dev/input/event3 2973583.266131 type=0 code=0 value=0
/dev/input/event3 2973583.271628 type=3 code=54 value=975
/dev/input/event3 2973583.271628 type=0 code=0 value=0
/dev/input/event3 2973583.276881 type=3 code=53 value=170
/dev/input/event3 2973583.276881 type=3 code=54 value=982
/dev/input/event3 2973583.276881 type=0 code=0 value=0
/dev/input/event3 2973583.282308 type=3 code=53 value=168
/dev/input/event3 2973583.282308 type=3 code=54 value=988
/dev/input/event3 2973583.282308 type=0 code=0 value=0
/dev/input/event3 2973583.287854 type=3 code=53 value=167
/dev/input/event3 2973583.287854 type=3 code=54 value=994
/dev/input/event3 2973583.287854 type=0 code=0 value=0
/dev/input/event3 2973583.293229 type=3 code=53 value=166
/dev/input/event3 2973583.293229 type=3 code=54 value=999
/dev/input/event3 2973583.293229 type=0 code=0 value=0
/dev/input/event3 2973583.298697 type=3 code=53 value=165
/dev/input/event3 2973583.298697 type=3 code=54 value=1004
/dev/input/event3 2973583.298697 type=0 code=0 value=0
/dev/input/event3 2973583.303711 type=3 code=53 value=164
/dev/input/event3 2973583.303711 type=3 code=54 value=1008
/dev/input/event3 2973583.303711 type=0 code=0 value=0
/dev/input/event3 2973583.309121 type=3 code=53 value=163
/dev/input/event3 2973583.309121 type=3 code=54 value=1012
/dev/input/event3 2973583.309121 type=0 code=0 value=0
/dev/input/event3 2973583.314751 type=3 code=53 value=162
/dev/input/event3 2973583.314751 type=3 code=54 value=1014
/dev/input/event3 2973583.314751 type=0 code=0 value=0
/dev/input/event3 2973583.319945 type=3 code=53 value=161
/dev/input/event3 2973583.319945 type=3 code=54 value=1016
/dev/input/event3 2973583.319945 type=0 code=0 value=0
/dev/input/event3 2973583.325534 type=3 code=53 value=160
/dev/input/event3 2973583.325534 type=3 code=54 value=1018
/dev/input/event3 2973583.325534 type=0 code=0 value=0
/dev/input/event3 2973583.330700 type=3 code=54 value=1019
/dev/input/event3 2973583.330700 type=0 code=0 value=0
/dev/input/event3 2973583.341786 type=3 code=54 value=1020
/dev/input/event3 2973583.341786 type=0 code=0 value=0
/dev/input/event3 2973583.346802 type=3 code=53 value=159
/dev/input/event3 2973583.346802 type=0 code=0 value=0
/dev/input/event3 2973583.352380 type=3 code=54 value=1021
/dev/input/event3 2973583.352380 type=0 code=0 value=0
/dev/input/event3 2973583.357940 type=3 code=53 value=158
/dev/input/event3 2973583.357940 type=3 code=54 value=1023
/dev/input/event3 2973583.357940 type=0 code=0 value=0
/dev/input/event3 2973583.363373 type=3 code=53 value=157
/dev/input/event3 2973583.363373 type=3 code=54 value=1024
/dev/input/event3 2973583.363373 type=0 code=0 value=0
/dev/input/event3 2973583.368375 type=3 code=53 value=156
/dev/input/event3 2973583.368375 type=3 code=54 value=1025
/dev/input/event3 2973583.368375 type=0 code=0 value=0
/dev/input/event3 2973583.374095 type=3 code=53 value=155
/dev/input/event3 2973583.374095 type=3 code=54 value=1026
/dev/input/event3 2973583.374095 type=0 code=0 value=0
/dev/input/event3 2973583.379529 type=3 code=53 value=154
/dev/input/event3 2973583.379529 type=3 code=54 value=1027
/dev/input/event3 2973583.379529 type=0 code=0 value=0
/dev/input/event3 2973583.384948 type=3 code=53 value=153
/dev/input/event3 2973583.384948 type=3 code=54 value=1028
/dev/input/event3 2973583.384948 type=0 code=0 value=0
/dev/input/event3 2973583.390138 type=3 code=53 value=152
/dev/input/event3 2973583.390138 type=0 code=0 value=0
/dev/input/event3 2973583.395726 type=3 code=54 value=1029
/dev/input/event3 2973583.395726 type=0 code=0 value=0
/dev/input/event3 2973583.401091 type=3 code=53 value=151
/dev/input/event3 2973583.401091 type=0 code=0 value=0
/dev/input/event3 2973583.406520 type=3 code=54 value=1030
/dev/input/event3 2973583.406520 type=0 code=0 value=0
/dev/input/event3 2973583.417129 type=3 code=53 value=150
/dev/input/event3 2973583.417129 type=3 code=54 value=1031
/dev/input/event3 2973583.417129 type=0 code=0 value=0
/dev/input/event3 2973583.428038 type=3 code=53 value=149
/dev/input/event3 2973583.428038 type=0 code=0 value=0
/dev/input/event3 2973583.433394 type=3 code=53 value=148
/dev/input/event3 2973583.433394 type=3 code=54 value=1032
/dev/input/event3 2973583.433394 type=0 code=0 value=0
/dev/input/event3 2973583.444028 type=3 code=53 value=147
/dev/input/event3 2973583.444028 type=0 code=0 value=0
/dev/input/event3 2973583.454521 type=3 code=53 value=146
/dev/input/event3 2973583.454521 type=0 code=0 value=0
/dev/input/event3 2973583.503558 type=3 code=54 value=1031
/dev/input/event3 2973583.503558 type=0 code=0 value=0
/dev/input/event3 2973583.519672 type=3 code=54 value=1030
/dev/input/event3 2973583.519672 type=0 code=0 value=0
/dev/input/event3 2973583.525118 type=3 code=54 value=1029
/dev/input/event3 2973583.525118 type=0 code=0 value=0
/dev/input/event3 2973583.535927 type=3 code=54 value=1028
/dev/input/event3 2973583.535927 type=0 code=0 value=0
/dev/input/event3 2973583.546382 type=3 code=54 value=1027
/dev/input/event3 2973583.546382 type=0 code=0 value=0
/dev/input/event3 2973583.557251 type=3 code=54 value=1026
/dev/input/event3 2973583.557251 type=0 code=0 value=0
/dev/input/event3 2973583.562380 type=3 code=54 value=1025
/dev/input/event3 2973583.562380 type=0 code=0 value=0
/dev/input/event3 2973583.568214 type=3 code=54 value=1024
/dev/input/event3 2973583.568214 type=0 code=0 value=0
/dev/input/event3 2973583.573280 type=3 code=54 value=1023
/dev/input/event3 2973583.573280 type=0 code=0 value=0
/dev/input/event3 2973583.584266 type=3 code=54 value=1022
/dev/input/event3 2973583.584266 type=0 code=0 value=0
/dev/input/event3 2973583.589712 type=3 code=54 value=1021
/dev/input/event3 2973583.589712 type=0 code=0 value=0
/dev/input/event3 2973583.600556 type=3 code=53 value=144
/dev/input/event3 2973583.600556 type=3 code=54 value=1019
/dev/input/event3 2973583.600556 type=0 code=0 value=0
/dev/input/event3 2973583.605419 type=3 code=53 value=141
/dev/input/event3 2973583.605419 type=3 code=54 value=1016
/dev/input/event3 2973583.605419 type=0 code=0 value=0
/dev/input/event3 2973583.610921 type=3 code=53 value=137
/dev/input/event3 2973583.610921 type=3 code=54 value=1013
/dev/input/event3 2973583.610921 type=0 code=0 value=0
/dev/input/event3 2973583.616194 type=3 code=53 value=133
/dev/input/event3 2973583.616194 type=3 code=54 value=1011
/dev/input/event3 2973583.616194 type=0 code=0 value=0
/dev/input/event3 2973583.621707 type=3 code=57 value=-1
/dev/input/event3 2973583.621707 type=1 code=330 value=0
/dev/input/event3 2973583.621707 type=0 code=0 value=0
/dev/input/event3 2973583.706907 type=3 code=57 value=2
/dev/input/event3 2973583.706907 type=3 code=53 value=165
/dev/input/event3 2973583.706907 type=3 code=54 value=1022
/dev/input/event3 2973583.706907 type=1 code=330 value=1
/dev/input/event3 2973583.706907 type=0 code=0 value=0
/dev/input/event3 2973583.798895 type=3 code=53 value=162
/dev/input/event3 2973583.798895 type=3 code=54 value=1010
/dev/input/event3 2973583.798895 type=0 code=0 value=0
/dev/input/event3 2973583.803966 type=3 code=53 value=160
/dev/input/event3 2973583.803966 type=3 code=54 value=998
/dev/input/event3 2973583.803966 type=0 code=0 value=0
/dev/input/event3 2973583.809649 type=3 code=53 value=156
/dev/input/event3 2973583.809649 type=3 code=54 value=980
/dev/input/event3 2973583.809649 type=0 code=0 value=0
/dev/input/event3 2973583.815160 type=3 code=53 value=151
/dev/input/event3 2973583.815160 type=3 code=54 value=962
/dev/input/event3 2973583.815160 type=0 code=0 value=0
/dev/input/event3 2973583.820533 type=3 code=53 value=146
/dev/input/event3 2973583.820533 type=3 code=54 value=947
/dev/input/event3 2973583.820533 type=0 code=0 value=0
/dev/input/event3 2973583.825682 type=3 code=53 value=143
/dev/input/event3 2973583.825682 type=3 code=54 value=933
/dev/input/event3 2973583.825682 type=0 code=0 value=0
/dev/input/event3 2973583.830922 type=3 code=53 value=139
/dev/input/event3 2973583.830922 type=3 code=54 value=920
/dev/input/event3 2973583.830922 type=0 code=0 value=0
/dev/input/event3 2973583.836834 type=3 code=53 value=136
/dev/input/event3 2973583.836834 type=3 code=54 value=908
/dev/input/event3 2973583.836834 type=0 code=0 value=0
/dev/input/event3 2973583.842101 type=3 code=53 value=132
/dev/input/event3 2973583.842101 type=3 code=54 value=897
/dev/input/event3 2973583.842101 type=0 code=0 value=0
/dev/input/event3 2973583.847050 type=3 code=53 value=130
/dev/input/event3 2973583.847050 type=3 code=54 value=887
/dev/input/event3 2973583.847050 type=0 code=0 value=0
/dev/input/event3 2973583.852761 type=3 code=53 value=127
/dev/input/event3 2973583.852761 type=3 code=54 value=876
/dev/input/event3 2973583.852761 type=0 code=0 value=0
/dev/input/event3 2973583.858226 type=3 code=53 value=126
/dev/input/event3 2973583.858226 type=3 code=54 value=872
/dev/input/event3 2973583.858226 type=0 code=0 value=0
/dev/input/event3 2973583.863301 type=3 code=53 value=125
/dev/input/event3 2973583.863301 type=3 code=54 value=864
/dev/input/event3 2973583.863301 type=0 code=0 value=0
/dev/input/event3 2973583.868889 type=3 code=53 value=122
/dev/input/event3 2973583.868889 type=3 code=54 value=856
/dev/input/event3 2973583.868889 type=0 code=0 value=0
/dev/input/event3 2973583.874365 type=3 code=53 value=120
/dev/input/event3 2973583.874365 type=3 code=54 value=846
/dev/input/event3 2973583.874365 type=0 code=0 value=0
/dev/input/event3 2973583.879845 type=3 code=53 value=117
/dev/input/event3 2973583.879845 type=3 code=54 value=837
/dev/input/event3 2973583.879845 type=0 code=0 value=0
/dev/input/event3 2973583.885185 type=3 code=53 value=115
/dev/input/event3 2973583.885185 type=3 code=54 value=828
/dev/input/event3 2973583.885185 type=0 code=0 value=0
/dev/input/event3 2973583.890591 type=3 code=53 value=113
/dev/input/event3 2973583.890591 type=3 code=54 value=819
/dev/input/event3 2973583.890591 type=0 code=0 value=0
/dev/input/event3 2973583.895830 type=3 code=53 value=110
/dev/input/event3 2973583.895830 type=3 code=54 value=810
/dev/input/event3 2973583.895830 type=0 code=0 value=0
/dev/input/event3 2973583.901297 type=3 code=53 value=108
/dev/input/event3 2973583.901297 type=3 code=54 value=802
/dev/input/event3 2973583.901297 type=0 code=0 value=0
/dev/input/event3 2973583.906671 type=3 code=53 value=106
/dev/input/event3 2973583.906671 type=3 code=54 value=793
/dev/input/event3 2973583.906671 type=0 code=0 value=0
/dev/input/event3 2973583.911805 type=3 code=53 value=104
/dev/input/event3 2973583.911805 type=3 code=54 value=786
/dev/input/event3 2973583.911805 type=0 code=0 value=0
/dev/input/event3 2973583.917330 type=3 code=53 value=102
/dev/input/event3 2973583.917330 type=3 code=54 value=778
/dev/input/event3 2973583.917330 type=0 code=0 value=0
/dev/input/event3 2973583.922783 type=3 code=53 value=101
/dev/input/event3 2973583.922783 type=3 code=54 value=772
/dev/input/event3 2973583.922783 type=0 code=0 value=0
/dev/input/event3 2973583.927831 type=3 code=53 value=100
/dev/input/event3 2973583.927831 type=3 code=54 value=765
/dev/input/event3 2973583.927831 type=0 code=0 value=0
/dev/input/event3 2973583.933302 type=3 code=53 value=98
/dev/input/event3 2973583.933302 type=3 code=54 value=759
/dev/input/event3 2973583.933302 type=0 code=0 value=0
/dev/input/event3 2973583.938592 type=3 code=53 value=97
/dev/input/event3 2973583.938592 type=3 code=54 value=754
/dev/input/event3 2973583.938592 type=0 code=0 value=0
/dev/input/event3 2973583.944095 type=3 code=53 value=96
/dev/input/event3 2973583.944095 type=3 code=54 value=748
/dev/input/event3 2973583.944095 type=0 code=0 value=0
/dev/input/event3 2973583.949723 type=3 code=53 value=95
/dev/input/event3 2973583.949723 type=3 code=54 value=743
/dev/input/event3 2973583.949723 type=0 code=0 value=0
/dev/input/event3 2973583.955134 type=3 code=54 value=737
/dev/input/event3 2973583.955134 type=0 code=0 value=0
/dev/input/event3 2973583.960239 type=3 code=54 value=732
/dev/input/event3 2973583.960239 type=0 code=0 value=0
/dev/input/event3 2973583.965749 type=3 code=54 value=730
/dev/input/event3 2973583.965749 type=0 code=0 value=0
/dev/input/event3 2973583.970904 type=3 code=53 value=94
/dev/input/event3 2973583.970904 type=3 code=54 value=728
/dev/input/event3 2973583.970904 type=0 code=0 value=0
/dev/input/event3 2973583.976384 type=3 code=54 value=725
/dev/input/event3 2973583.976384 type=0 code=0 value=0
/dev/input/event3 2973583.981683 type=3 code=54 value=722
/dev/input/event3 2973583.981683 type=0 code=0 value=0
/dev/input/event3 2973583.987046 type=3 code=54 value=720
/dev/input/event3 2973583.987046 type=0 code=0 value=0
/dev/input/event3 2973583.992793 type=3 code=54 value=717
/dev/input/event3 2973583.992793 type=0 code=0 value=0
/dev/input/event3 2973583.998288 type=3 code=54 value=715
/dev/input/event3 2973583.998288 type=0 code=0 value=0
/dev/input/event3 2973584.003285 type=3 code=54 value=713
/dev/input/event3 2973584.003285 type=0 code=0 value=0
/dev/input/event3 2973584.008496 type=3 code=54 value=711
/dev/input/event3 2973584.008496 type=0 code=0 value=0
/dev/input/event3 2973584.013995 type=3 code=54 value=709
/dev/input/event3 2973584.013995 type=0 code=0 value=0
/dev/input/event3 2973584.019784 type=3 code=54 value=708
/dev/input/event3 2973584.019784 type=0 code=0 value=0
/dev/input/event3 2973584.025027 type=3 code=54 value=707
/dev/input/event3 2973584.025027 type=0 code=0 value=0
/dev/input/event3 2973584.035886 type=3 code=54 value=706
/dev/input/event3 2973584.035886 type=0 code=0 value=0
/dev/input/event3 2973584.051899 type=3 code=53 value=95
/dev/input/event3 2973584.051899 type=0 code=0 value=0
/dev/input/event3 2973584.068260 type=3 code=53 value=96
/dev/input/event3 2973584.068260 type=0 code=0 value=0
/dev/input/event3 2973584.073481 type=3 code=53 value=97
/dev/input/event3 2973584.073481 type=0 code=0 value=0
/dev/input/event3 2973584.079036 type=3 code=53 value=99
/dev/input/event3 2973584.079036 type=3 code=54 value=708
/dev/input/event3 2973584.079036 type=0 code=0 value=0
/dev/input/event3 2973584.084540 type=3 code=53 value=101
/dev/input/event3 2973584.084540 type=3 code=54 value=710
/dev/input/event3 2973584.084540 type=0 code=0 value=0
/dev/input/event3 2973584.089832 type=3 code=53 value=104
/dev/input/event3 2973584.089832 type=3 code=54 value=713
/dev/input/event3 2973584.089832 type=0 code=0 value=0
/dev/input/event3 2973584.095358 type=3 code=53 value=107
/dev/input/event3 2973584.095358 type=3 code=54 value=716
/dev/input/event3 2973584.095358 type=0 code=0 value=0
/dev/input/event3 2973584.100716 type=3 code=53 value=109
/dev/input/event3 2973584.100716 type=3 code=54 value=720
/dev/input/event3 2973584.100716 type=0 code=0 value=0
/dev/input/event3 2973584.106152 type=3 code=53 value=111
/dev/input/event3 2973584.106152 type=3 code=54 value=724
/dev/input/event3 2973584.106152 type=0 code=0 value=0
/dev/input/event3 2973584.111507 type=3 code=53 value=113
/dev/input/event3 2973584.111507 type=3 code=54 value=728
/dev/input/event3 2973584.111507 type=0 code=0 value=0
/dev/input/event3 2973584.116826 type=3 code=53 value=115
/dev/input/event3 2973584.116826 type=3 code=54 value=732
/dev/input/event3 2973584.116826 type=0 code=0 value=0
/dev/input/event3 2973584.121929 type=3 code=53 value=116
/dev/input/event3 2973584.121929 type=3 code=54 value=735
/dev/input/event3 2973584.121929 type=0 code=0 value=0
/dev/input/event3 2973584.127390 type=3 code=53 value=117
/dev/input/event3 2973584.127390 type=3 code=54 value=740
/dev/input/event3 2973584.127390 type=0 code=0 value=0
/dev/input/event3 2973584.132705 type=3 code=53 value=120
/dev/input/event3 2973584.132705 type=3 code=54 value=746
/dev/input/event3 2973584.132705 type=0 code=0 value=0
/dev/input/event3 2973584.138323 type=3 code=53 value=122
/dev/input/event3 2973584.138323 type=3 code=54 value=753
/dev/input/event3 2973584.138323 type=0 code=0 value=0
/dev/input/event3 2973584.143584 type=3 code=53 value=124
/dev/input/event3 2973584.143584 type=3 code=54 value=761
